iter	MultiClass
709	0.01132368687
710	0.01130165162
711	0.01127328166
712	0.01125152971
713	0.01123236385
714	0.0112146756
715	0.01119578218
716	0.01117099045
717	0.01116040308
718	0.01113787387
719	0.01111165422
720	0.01109489235
721	0.01107815179
722	0.01105039787
723	0.01103084717
724	0.01101582879
725	0.0109918861
726	0.01097557627
727	0.01095658673
728	0.01093473016
729	0.01092052383
730	0.01089841528
731	0.01087623718
732	0.0108563061
733	0.01084611602
734	0.01082701303
735	0.01080735255
736	0.01079854146
737	0.01078339868
738	0.01075490103
739	0.01073400212
740	0.01070880085
741	0.01068346438
742	0.0106672016
743	0.01064291158
744	0.01062048838
745	0.01060093814
746	0.01056884419
747	0.01055015397
748	0.01052632467
749	0.01051315992
750	0.01049882809
751	0.01048123502
752	0.01046246593
753	0.01045030089
754	0.01043597108
755	0.01041242129
756	0.01038735142
757	0.01036159465
758	0.01033480846
759	0.01031312926
760	0.01029517266
761	0.01027783939
762	0.01026229283
763	0.0102385601
764	0.010219213
765	0.01019466114
766	0.01017552114
767	0.01015688344
768	0.01013428086
769	0.01012016818
770	0.01009749746
771	0.01007561135
772	0.01006303245
773	0.01004089724
774	0.0100103142
775	0.009989195852
776	0.009974040033
777	0.009962542063
778	0.009939450388
779	0.009920344602
780	0.009897538933
781	0.009877378313
782	0.009850777912
783	0.009828063397
784	0.009810425366
785	0.009804438412
786	0.009779685278
787	0.009760858119
788	0.009745009247
789	0.009730722079
790	0.009712364349
791	0.00968631258
792	0.00967028776
793	0.009644828043
794	0.009624111477
795	0.009605372705
796	0.009586551582
797	0.009564719999
798	0.009548802033
799	0.009534351648
800	0.009522211703
801	0.009507228507
802	0.009498200113
803	0.009478940514
804	0.009466382554
805	0.009449822694
806	0.009438885459
807	0.009422331153
808	0.009404529971
809	0.00938741584
810	0.009372491459
811	0.009354133042
812	0.009340682284
813	0.009329525897
814	0.00931623642
815	0.009301422169
816	0.009285603116
817	0.009267705455
818	0.009249108996
819	0.009231150437
820	0.009218697011
821	0.009198993269
822	0.00918301239
823	0.009166816582
824	0.009149420771
825	0.009134541627
826	0.009118454725
827	0.009107717493
828	0.00908673155
829	0.009077611458
830	0.009052299527
831	0.009039830289
832	0.009022501615
833	0.009010134725
834	0.00899612148
835	0.008979928401
836	0.008960452932
837	0.008949730198
838	0.008937093936
839	0.008925200888
840	0.008915105034
841	0.008898511856
842	0.008889411541
843	0.008877118456
844	0.008861638553
845	0.008844014201
846	0.008828822341
847	0.008810594251
848	0.008796823849
849	0.00878794441
850	0.008767168329
851	0.008754105508
852	0.00874352789
853	0.008729489634
854	0.008717191553
855	0.0087027254
856	0.008691615636
857	0.008679225319
858	0.008660736964
859	0.008646075758
860	0.008626952331
861	0.008612352182
862	0.008601327932
863	0.008587175833
864	0.00857780106
865	0.008568632464
866	0.008556783917
867	0.008547542384
868	0.008533310054
869	0.008517996463
870	0.00849634284
871	0.008488709137
872	0.008475048113
873	0.008460700511
874	0.008447601435
875	0.008431661752
876	0.008421724724
877	0.008405046748
878	0.008388118631
879	0.008374583234
880	0.008361283137
881	0.008346049441
882	0.008332849847
883	0.008318411948
884	0.008305791905
885	0.00829630915
886	0.008282833075
887	0.008269911898
888	0.008262543875
889	0.008254352112
890	0.008242592555
891	0.008231834769
892	0.008218946499
893	0.008204710276
894	0.008192383373
895	0.008180871392
896	0.008164867302
897	0.008151191588
898	0.008142254939
899	0.00813706596
900	0.008123833549
901	0.008115235869
902	0.008106863936
903	0.008094534487
904	0.008084182185
905	0.008076166838
906	0.008064039927
907	0.008052773637
908	0.00804095101
909	0.008024896032
910	0.008016532169
911	0.0080043549
912	0.007993644735
913	0.007986574897
914	0.007975903436
915	0.007962654335
916	0.0079518156
917	0.007938906767
918	0.007927311553
919	0.007909564648
920	0.007897734444
921	0.007886559064
922	0.007873562975
923	0.007863721644
924	0.007857276386
925	0.007849237436
926	0.007837672739
927	0.007829516338
928	0.007820356569
929	0.007809192205
930	0.007798545594
931	0.007788294368
932	0.007776390312
933	0.007765320089
934	0.007755048283
935	0.007744633897
936	0.007737187445
937	0.007729375555
938	0.007717119755
939	0.0077049572
940	0.007696099799
941	0.007683564667
942	0.007674001066
943	0.007662520472
944	0.007655421741
945	0.007647438005
946	0.007633855513
947	0.007625325243
948	0.007618481618
949	0.007610472933
950	0.007599074369
951	0.007585236584
952	0.00758153
953	0.007567978064
954	0.007556768329
955	0.007549411624
956	0.007541920808
957	0.007532434841
958	0.007522464614
959	0.007510964701
960	0.007499696402
961	0.007488251749
962	0.007478540844
963	0.007466618006
964	0.00745564035
965	0.007444839784
966	0.007433442131
967	0.007421067597
968	0.0074044188
969	0.007394485327
970	0.00738771522
971	0.007378916604
972	0.007369128176
973	0.00736006541
974	0.007349095376
975	0.007338922514
976	0.007331052204
977	0.007323002723
978	0.007316201479
979	0.007304510262
980	0.007293897318
981	0.007286771291
982	0.007277357248
983	0.007267948761
984	0.007251875821
985	0.007247076952
986	0.007240054637
987	0.00722829409
988	0.007220768058
989	0.007213967114
990	0.007203885521
991	0.007198746364
992	0.007186624189
993	0.007180350119
994	0.007170121331
995	0.007163362288
996	0.007155589277
997	0.007140457198
998	0.00712710695
999	0.007117509771
